enteredby,2023-2024,bill.no,org,support.lvl,sponsor
Nanassy,2023-2024,AB-3160,Jewish Democratic Coalition of The Bay Area,3,0
Nanassy,2023-2024,AB-3160,Jewish Family and Children's Service of Long Beach and Orange County,3,0
Nanassy,2023-2024,AB-3160,"Jewish Family and Children's Services of San Francisco, the Peninsula, Marin and Sonoma Counties",3,0
Nanassy,2023-2024,AB-3160,Jewish Family Service of Los Angeles,3,0
Nanassy,2023-2024,AB-3160,Jewish Family Service of San Diego,3,0
Nanassy,2023-2024,AB-3160,Jewish Family Service of The Desert,3,0
Nanassy,2023-2024,AB-3160,Jewish Family Services of Silicon Valley,3,0
Nanassy,2023-2024,AB-3160,Jewish Federation of The Greater San Gabriel and Pomona Valleys,3,0
Nanassy,2023-2024,AB-3160,Jewish Long Beach,3,0
Nanassy,2023-2024,AB-3160,Jewish Public Affairs Committee,3,0
Nanassy,2023-2024,AB-3160,Jewish Silicon Valley,3,0
Nanassy,2023-2024,AB-3160,JVS SoCal,3,0
Nanassy,2023-2024,AB-3160,Kingdom Development,3,0
Nanassy,2023-2024,AB-3160,LeadingAge California,3,0
Nanassy,2023-2024,AB-3160,LINC Housing,3,0
Nanassy,2023-2024,AB-3160,Merritt Community Capital Corporation,3,0
Nanassy,2023-2024,AB-3160,Murow Development Consultants,3,0
Nanassy,2023-2024,AB-3160,Progressive Zionists of California,3,0
Nanassy,2023-2024,AB-3160,Resources for Community Development,3,0
Nanassy,2023-2024,AB-3160,San Francisco Housing Accelerator Fund,3,0
Nanassy,2023-2024,AB-3160,San Joaquin Valley Housing Collaborative,3,0
Nanassy,2023-2024,AB-3160,Satellite Affordable Housing Associates,3,0
Nanassy,2023-2024,AB-3160,Self-Help Enterprises,3,0
Nanassy,2023-2024,AB-3160,Sisters of St. Joseph of Orange Healthcare Foundation,3,0
Nanassy,2023-2024,AB-3160,Southern California Association of Non-Profit Housing,3,0
Nanassy,2023-2024,AB-3160,St. Mary's Center,3,0
Nanassy,2023-2024,AB-3160,Supportive Housing Alliance,3,0
Nanassy,2023-2024,AB-3160,The John Stewart Company,3,0
Nanassy,2023-2024,AB-3160,Thomas Safran and Associates,3,0
Nanassy,2023-2024,AB-3160,Ventura Social Services Task Force,3,0
Nanassy,2023-2024,AB-3160,Wakeland Housing and Development Corporation,3,0
Nanassy,2023-2024,AB-3160,Weingart Center Association,3,0
Nanassy,2023-2024,AB-3160,YM Architects,3,0
Nanassy,2023-2024,AB-323,Asian Real Estate Association of America,3,0
Nanassy,2023-2024,AB-323,California Association of Realtors,3,1
Nanassy,2023-2024,AB-323,Habitat for Humanity California,3,0
Nanassy,2023-2024,AB-323,LGBTQ+ Real Estate Alliance,3,0
Nanassy,2023-2024,AB-323,Multicultural Real Estate Alliance for Urban Change,3,0
Nanassy,2023-2024,AB-323,National Hispanic Organization of Real Estate Associates,3,0
Nanassy,2023-2024,AB-323,Orange County Realtors,3,0
Nanassy,2023-2024,AB-323,YIMBY Action,3,0
Nanassy,2023-2024,AB-604,California Mobilehome Parkowner’s Alliance,0,0
Nanassy,2023-2024,AB-604,County Manufactured and Mobile Home Commission,3,0
Nanassy,2023-2024,AB-604,County of Santa Cruz,3,0
Nanassy,2023-2024,AB-604,"Golden State Manufactured Home Owners League, INC.",3,0
Nanassy,2023-2024,AB-604,Western Manufactured Housing Communities Association,0,0
Nanassy,2023-2024,AB-86,City of Redwood City,3,0
Nanassy,2023-2024,AB-930,Abundant Housing LA,3,0
Nanassy,2023-2024,AB-930,California Association of Realtors,0,0
Nanassy,2023-2024,AB-930,California Community Builders,3,0
Nanassy,2023-2024,AB-930,California Infill Builders,3,1
Nanassy,2023-2024,AB-930,California Teachers Association,0,0
Nanassy,2023-2024,AB-930,Circulate San Diego,3,0
Nanassy,2023-2024,AB-930,City of South Lake Tahoe,3,0
Nanassy,2023-2024,AB-930,CivicWell,3,1
Nanassy,2023-2024,AB-930,Council of Infill Builders,3,0
Nanassy,2023-2024,AB-930,County of Monterey,3,0
Nanassy,2023-2024,AB-930,East Bay YIMBY,3,0
Nanassy,2023-2024,AB-930,Endangered Habitats League,3,0
Nanassy,2023-2024,AB-930,Grow the Richmond,3,0
Nanassy,2023-2024,AB-930,Housing Action Coalition,3,0
Nanassy,2023-2024,AB-930,How to ADU,3,0
Nanassy,2023-2024,AB-930,Howard Jarvis Tax Payers Association,0,0
Nanassy,2023-2024,AB-930,Lake Tahoe Chamber of Commerce,3,0
Nanassy,2023-2024,AB-930,LeadingAge California,3,0
Nanassy,2023-2024,AB-930,Mountain View YIMBY,3,0
Nanassy,2023-2024,AB-930,Napa-Solano for Everyone,3,0
Nanassy,2023-2024,AB-930,Northern Neighbors,3,0
Nanassy,2023-2024,AB-930,Peninsula for Everyone,3,0
Nanassy,2023-2024,AB-930,People for Housing Orange County,3,0
Nanassy,2023-2024,AB-930,Progress Noe Valley,3,0
Nanassy,2023-2024,AB-930,San Diego Housing Federation,3,0
Nanassy,2023-2024,AB-930,San Francisco Bay Area Planning and Urban Research Association,3,1
Nanassy,2023-2024,AB-930,San Francisco YIMBY,3,0
Nanassy,2023-2024,AB-930,SLO County YIMBY,3,0
Nanassy,2023-2024,AB-930,Santa Cruz YIMBY,3,0
Nanassy,2023-2024,AB-930,Santa Rosa YIMBY,3,0
Nanassy,2023-2024,AB-930,South Bay YIMBY,3,0
Nanassy,2023-2024,AB-930,Southside Forward,3,0
Nanassy,2023-2024,AB-930,State Building and Construction Trades Council of California,0,0
Nanassy,2023-2024,AB-930,Streets for People,3,0
Nanassy,2023-2024,AB-930,The Two Hundred Homeownership,3,0
Nanassy,2023-2024,AB-930,Urban Environmentalists,3,0
Nanassy,2023-2024,AB-930,Ventura County YIMBY,3,0
Nanassy,2023-2024,AB-930,YIMBY Action,3,0
Nanassy,2023-2024,SB-1079,Alameda County's Youth Advisory Board,3,0
Nanassy,2023-2024,SB-1079,Alliance for Children's Rights,3,1
Nanassy,2023-2024,SB-1079,"American Academy of Pediatrics, California",3,0
Nanassy,2023-2024,SB-1079,Aspiranet,3,0
Nanassy,2023-2024,SB-1079,Bill Wilson Center,3,0
Nanassy,2023-2024,SB-1079,California Academy of Child and Adolescent Psychiatry,3,0
Nanassy,2023-2024,SB-1079,California Alliance of Caregivers,3,0
Nanassy,2023-2024,SB-1079,California Alliance of Child and Family Services,3,0
Nanassy,2023-2024,SB-1079,California Coalition for Youth,3,0
Nanassy,2023-2024,SB-1079,California Youth Connection (CYC),3,0
Nanassy,2023-2024,SB-1079,Children Now,3,0
Nanassy,2023-2024,SB-1079,Children's Law Center of California,3,0
Nanassy,2023-2024,SB-1079,Equality California,3,0
Nanassy,2023-2024,SB-1079,Family Assistance Program,3,0
Nanassy,2023-2024,SB-1079,"Home Start, INC",3,0
Nanassy,2023-2024,SB-1079,John Burton Advocates for Youth,3,0
Nanassy,2023-2024,SB-1079,Larkin Street Youth Services,3,0
Nanassy,2023-2024,SB-1079,Los Angeles LGBT Center,3,0
Nanassy,2023-2024,SB-1079,National Network for Youth,3,0
Nanassy,2023-2024,SB-1079,Orangewood Foundation,3,0
Nanassy,2023-2024,SB-1079,Penny Lane Centers,3,0
Nanassy,2023-2024,SB-1079,Power CA Action,3,0
Nanassy,2023-2024,SB-1079,Public Counsel,3,0
Nanassy,2023-2024,SB-1079,Redwood Community Action Agency,3,0
Nanassy,2023-2024,SB-1079,Sacramento LGBT Community Center,3,0
Nanassy,2023-2024,SB-1079,Safe Place for Youth,3,0
Nanassy,2023-2024,SB-1079,San Diego Youth Services,3,0
Nanassy,2023-2024,SB-1079,Side by Side,3,0
Nanassy,2023-2024,SB-1079,Walden Family Services,3,0
Nanassy,2023-2024,SB-1079,YMCA of San Diego County,3,0
Nanassy,2023-2024,SB-1079,Youth Law Center,3,0
Nanassy,2023-2024,SB-225,ACCE,3,0
Nanassy,2023-2024,SB-225,Affordable Housing Network of Santa Clara County,3,0
Nanassy,2023-2024,SB-225,AFSCME,3,0
Nanassy,2023-2024,SB-225,Alameda County Democratic Central Committee,3,0
Nanassy,2023-2024,SB-225,Alliance for a Better District 6,3,0
Nanassy,2023-2024,SB-225,Association of Bay Area Governments,3,0
Nanassy,2023-2024,SB-225,Bay Area Community Services,3,0
Nanassy,2023-2024,SB-225,Bay Area LISC,3,0
Nanassy,2023-2024,SB-225,Bend the Arc: Jewish Action,3,0
Nanassy,2023-2024,SB-225,Berkeley Tenants Union,3,0
Nanassy,2023-2024,SB-225,Beverly-Vermont Community Land Trust,3,0
Nanassy,2023-2024,SB-225,CADEM Renters Council,3,0
Nanassy,2023-2024,SB-225,Cal-ALHFA,3,0
Nanassy,2023-2024,SB-225,California Apartment Association,3,0
Nanassy,2023-2024,SB-225,California Central Valley Journey for Justice,3,0
Nanassy,2023-2024,SB-225,California Coalition for Rural Housing,3,0
Nanassy,2023-2024,SB-225,California Community Land Trust Network,3,0
Nanassy,2023-2024,SB-225,California Housing Partnership,3,0
Nanassy,2023-2024,SB-225,California Housing Partnership ,3,0
Nanassy,2023-2024,SB-225,California Reinvestment Coalition,3,0
Nanassy,2023-2024,SB-225,California ReLeaf,3,0
Nanassy,2023-2024,SB-225,California Rural Legal Assistance Foundation,3,0
Nanassy,2023-2024,SB-225,California Women's Law Center,3,0
Nanassy,2023-2024,SB-225,"Catholic Campaign for Human Development (CCHD), Diocese of Oakland",3,0
Nanassy,2023-2024,SB-225,CAUSE,3,0
Nanassy,2023-2024,SB-225,California Environmental Justice Alliance,3,0
Nanassy,2023-2024,SB-225,Coalition for Economic,3,0
Nanassy,2023-2024,SB-225,Community Housing Works,3,0
Nanassy,2023-2024,SB-225,Community Land Trust Association of West Marin,3,0
Nanassy,2023-2024,SB-225,Community Legal Services in East Palo Alto,3,0
Nanassy,2023-2024,SB-225,Community Power Collective,3,0
Nanassy,2023-2024,SB-225,Council of Community Housing Organizations,3,0
Nanassy,2023-2024,SB-225,County of Sonoma Department of Health Services,3,0
Nanassy,2023-2024,SB-225,Courage California,3,0
Nanassy,2023-2024,SB-225,East Bay Alliance for A Sustainable Economy,3,0
Nanassy,2023-2024,SB-225,East Bay Housing Organizations,3,0
Nanassy,2023-2024,SB-225,EBCLC,3,0
Nanassy,2023-2024,SB-225,"Enterprise Community Partners, INC. ",3,1
Nanassy,2023-2024,SB-225,Evolve California,3,0
Nanassy,2023-2024,SB-225,Faith in the Valley,3,0
Nanassy,2023-2024,SB-225,Family Assistance Program,3,0
Nanassy,2023-2024,SB-225,Fideicomiso Comunitario Tierra Libre,3,0
Nanassy,2023-2024,SB-225,Florence Aliese Advancement Network,3,0
Nanassy,2023-2024,SB-225,Friends Committee on Legislation of California,3,0
Nanassy,2023-2024,SB-225,"Fsy Architects, INC",3,0
Nanassy,2023-2024,SB-225,Greater Sacramento Urban League,3,0
Nanassy,2023-2024,SB-225,Greenbelt Alliance,3,0
Nanassy,2023-2024,SB-225,Greenlining Institute,3,0
Nanassy,2023-2024,SB-225,Habitat for Humanity California,3,0
Nanassy,2023-2024,SB-225,Habitat for Humanity Yuba/Sutter,3,0
Nanassy,2023-2024,SB-225,Healing and Justice Center,3,0
Nanassy,2023-2024,SB-225,Housing California ,3,1
Nanassy,2023-2024,SB-225,Housing Is a Human Right OC,3,0
Nanassy,2023-2024,SB-225,Housing Land Trust of The North Bay,3,0
Nanassy,2023-2024,SB-225,Housing Leadership Council of San Mateo County,3,0
Nanassy,2023-2024,SB-225,Housing Now!,3,0
Nanassy,2023-2024,SB-225,Imagine LA,3,0
Nanassy,2023-2024,SB-225,Inner City Law Center,3,0
Nanassy,2023-2024,SB-225,Kitchens for Good,3,0
Nanassy,2023-2024,SB-225,L.A. Forward,3,0
Nanassy,2023-2024,SB-225,Leadership Counsel for Justice & Accountability,3,0
Nanassy,2023-2024,SB-225,LeadingAge California,3,0
Nanassy,2023-2024,SB-225,Legal Aid of Sonoma County,3,0
Nanassy,2023-2024,SB-225,Lift to Rise,3,0
Nanassy,2023-2024,SB-225,Long Beach Residents Empowered,3,0
Nanassy,2023-2024,SB-225,Metropolitan Transportation Commission,3,0
Nanassy,2023-2024,SB-225,Mi Familia Vota,3,0
Nanassy,2023-2024,SB-225,Monterey County Renters United,3,0
Nanassy,2023-2024,SB-225,Mutual Housing California,3,0
Nanassy,2023-2024,SB-225,National Alliance to End Homelessness,3,0
Nanassy,2023-2024,SB-225,"National Association of Social Workers, California Chapter",3,0
Nanassy,2023-2024,SB-225,National Housing Law Project,3,0
Nanassy,2023-2024,SB-225,New Livable California Dba Livable California,3,0
Nanassy,2023-2024,SB-225,Non-Profit Housing Association of Northern California,3,0
Nanassy,2023-2024,SB-225,Northern California Land Trust,3,0
Nanassy,2023-2024,SB-225,Novin Development Corp.,3,0
Nanassy,2023-2024,SB-225,Nuestra Casa De East Palo Alto,3,0
Nanassy,2023-2024,SB-225,Pacifica Housing 4 All,3,0
Nanassy,2023-2024,SB-225,Parable of the Sower Intentional Community Cooperative,3,0
Nanassy,2023-2024,SB-225,Peninsula Solidarity Cohort,3,0
Nanassy,2023-2024,SB-225,People's Budget Orange County,3,0
Nanassy,2023-2024,SB-225,People's Self Help Housing,3,0
Nanassy,2023-2024,SB-225,"People's, Land, and Housing Alliance",3,0
Nanassy,2023-2024,SB-225,Pico California,3,0
Nanassy,2023-2024,SB-225,PolicyLink,3,0
Nanassy,2023-2024,SB-225,Pomona United for Stable Housing,3,0
Nanassy,2023-2024,SB-225,Power CA Action,3,0
Nanassy,2023-2024,SB-225,Public Advocates,3,1
Nanassy,2023-2024,SB-225,Resources for Community Development,3,0
Nanassy,2023-2024,SB-225,San Francisco Community Land Trust,3,0
Nanassy,2023-2024,SB-225,San Francisco Housing Accelerator Fund,3,0
Nanassy,2023-2024,SB-225,San Francisco Housing Development Corporation,3,0
Nanassy,2023-2024,SB-225,San Joaquin Valley Housing Collaborative,3,0
Nanassy,2023-2024,SB-225,San Luis Obispo County Democratic Party Executive Committee,3,0
Nanassy,2023-2024,SB-225,Save the Bay,3,0
Nanassy,2023-2024,SB-225,Self-help Enterprises,3,0
Nanassy,2023-2024,SB-225,Silicon Valley Community Foundation,3,0
Nanassy,2023-2024,SB-225,SOMOS Mayfair,3,0
Nanassy,2023-2024,SB-225,Sonoma Valley Housing Group,3,0
Nanassy,2023-2024,SB-225,South Bay Community Land Trust,3,0
Nanassy,2023-2024,SB-225,Southern California Association of Non-Profit Housing,3,0
Nanassy,2023-2024,SB-225,Stand Affordable Housing,3,0
Nanassy,2023-2024,SB-225,Starting Over,3,0
Nanassy,2023-2024,SB-225,Strategic Actions for a Just Economy,3,0
Nanassy,2023-2024,SB-225,SV@Home,3,0
Nanassy,2023-2024,SB-225,T.R.U.S.T. South LA,3,0
Nanassy,2023-2024,SB-225,Tenant Associations Coalition of San Francisco,3,0
Nanassy,2023-2024,SB-225,Tenderloin Neighborhood Development Corporation,3,0
Nanassy,2023-2024,SB-225,Thai Community Development Center,3,0
Nanassy,2023-2024,SB-225,The Central Valley Urban Institute,3,0
Nanassy,2023-2024,SB-225,The Children's Partnership,3,0
Nanassy,2023-2024,SB-225,The People Concern,3,0
Nanassy,2023-2024,SB-225,The Unity Council,3,0
Nanassy,2023-2024,SB-225,UnidosUS,3,0
Nanassy,2023-2024,SB-225,Venice Community Housing Corporation,3,0
Nanassy,2023-2024,SB-225,Western Center on Law and Poverty,3,0
Nanassy,2023-2024,SB-225,Young Community Developers,3,0
Nanassy,2023-2024,SB-356,California Building Officials,3,0
Nanassy,2023-2024,SB-356,California Rural Legal Assistance Foundation,3,0
Nanassy,2023-2024,SB-356,Coalition for Economic Survival,3,0
Nanassy,2023-2024,SB-356,Community Action to Fight Asthma,3,0
Nanassy,2023-2024,SB-356,Healing and Justice Center,3,0
Nanassy,2023-2024,SB-356,Human Impact Partners,3,0
Nanassy,2023-2024,SB-356,Law Foundation of Silicon Valley,3,0
Nanassy,2023-2024,SB-356,Munireg LLC,3,0
Nanassy,2023-2024,SB-356,Regional Asthma Management and Prevention,3,1
Nanassy,2023-2024,SB-356,Western Center on Law and Poverty,3,0
Nanassy,2023-2024,SB-469,Abode Communities,3,0
Nanassy,2023-2024,SB-469,California Association of Housing Authorities,3,0
Nanassy,2023-2024,SB-469,California Council for Affordable Housing,3,0
Nanassy,2023-2024,SB-469,California Housing Consortium,3,0
Nanassy,2023-2024,SB-469,California Housing Partnership ,3,0
Nanassy,2023-2024,SB-469,California Rural Legal Assistance Foundation,3,0
Nanassy,2023-2024,SB-469,City and County of San Francisco,3,0
Nanassy,2023-2024,SB-469,City of San Jose,3,0
Nanassy,2023-2024,SB-469,EAH Housing,3,0
Nanassy,2023-2024,SB-469,East Bay Housing Organizations,3,0
Nanassy,2023-2024,SB-469,East Bay YIMBY,3,0
Nanassy,2023-2024,SB-469,Eden Housing,3,0
Nanassy,2023-2024,SB-469,Grow the Richmond,3,0
Nanassy,2023-2024,SB-469,Housing California,3,0
Nanassy,2023-2024,SB-469,How to ADU,3,0
Nanassy,2023-2024,SB-469,Jamboree Housing Corporation,3,0
Nanassy,2023-2024,SB-469,Mercy Housing ,3,0
Nanassy,2023-2024,SB-469,Merritt Community Capital Corporation,3,0
Nanassy,2023-2024,SB-469,MidPen Housing Corporation,3,0
Nanassy,2023-2024,SB-469,Mountain View YIMBY,3,0
Nanassy,2023-2024,SB-469,Napa-Solano for Everyone,3,0
Nanassy,2023-2024,SB-469,Northern Neighbors,3,0
Nanassy,2023-2024,SB-469,Peninsula for Everyone,3,0
Nanassy,2023-2024,SB-469,People for Housing Orange County,3,0
Nanassy,2023-2024,SB-469,Progress Noe Valley,3,0
Nanassy,2023-2024,SB-469,Resources for Community Development,3,0
Nanassy,2023-2024,SB-469,San Diego Housing Commission,3,0
Nanassy,2023-2024,SB-469,San Diego Housing Federation,3,0
Nanassy,2023-2024,SB-469,San Francisco YIMBY,3,0
Nanassy,2023-2024,SB-469,SLO County YIMBY,3,0
Nanassy,2023-2024,SB-469,Santa Cruz YIMBY,3,0
Nanassy,2023-2024,SB-469,Santa Monica Democratic Club,3,0
Nanassy,2023-2024,SB-469,Santa Rosa YIMBY,3,0
Nanassy,2023-2024,SB-469,South Bay YIMBY,3,0
Nanassy,2023-2024,SB-469,Southern California Association of Non-Profit Housing,3,0
Nanassy,2023-2024,SB-469,Southside Forward,3,0
Nanassy,2023-2024,SB-469,Union Station Homeless Services,3,0
Nanassy,2023-2024,SB-469,Ventura County YIMBY,3,0
Nanassy,2023-2024,SB-469,YIMBY Action,3,0
Nanassy,2023-2024,SB-584,Airbnb,0,0
Nanassy,2023-2024,SB-584,Airbnb Host Community of The East Bay,0,0
Nanassy,2023-2024,SB-584,Bay Area Council,0,0
Nanassy,2023-2024,SB-584,CalAsian Chamber,0,0
Nanassy,2023-2024,SB-584,California Association of Realtors,0,0
Nanassy,2023-2024,SB-584,California Chamber of Commerce,0,0
Nanassy,2023-2024,SB-584,California Community Land Trust Network,3,0
Nanassy,2023-2024,SB-584,California Democratic Party Renters Council,3,0
Nanassy,2023-2024,SB-584,California Federation of Teachers AFL-CIO,3,0
Nanassy,2023-2024,SB-584,California Housing Partnership ,0,0
Nanassy,2023-2024,SB-584,Chamber of Progress,0,0
Nanassy,2023-2024,SB-584,Coastal Orange County Area Airbnb Host Community,0,0
Nanassy,2023-2024,SB-584,Expedia Group,0,0
Nanassy,2023-2024,SB-584,Fresno Area Airbnb Host Community,0,0
Nanassy,2023-2024,SB-584,Home Sharers Democratic Club,0,0
Nanassy,2023-2024,SB-584,Housing Contractors of California,0,0
Nanassy,2023-2024,SB-584,Housing Now! CA,3,0
Nanassy,2023-2024,SB-584,Inner City Law Center,3,0
Nanassy,2023-2024,SB-584,Lake Arrowhead Airbnb Host Community,0,0
Nanassy,2023-2024,SB-584,Long Beach Hosting Club,0,0
Nanassy,2023-2024,SB-584,Public Advocates,3,0
Nanassy,2023-2024,SB-584,San Francisco Travel Association,0,0
Nanassy,2023-2024,SB-584,Silicon Valley Leadership Group,0,0
Nanassy,2023-2024,SB-584,"Sonoma, Napa, and Marin County Area Host Community",0,0
Nanassy,2023-2024,SB-584,State Building and Construction Trades Council of California,3,0
Nanassy,2023-2024,SB-584,TechNet,0,0
Nanassy,2023-2024,SB-584,Tenants Together,3,0
Nanassy,2023-2024,SB-584,T.R.U.S.T. South LA,3,0
Nanassy,2023-2024,SB-584,Western Electrical Contractors Association,0,0
Nanassy,2023-2024,SB-713,California Building Industry Association,3,0
Nanassy,2023-2024,SB-713,California Housing Partnership ,3,0
Nanassy,2023-2024,SB-713,California Life Sciences,3,0
Nanassy,2023-2024,SB-713,Circulate San Diego,3,0
Nanassy,2023-2024,SB-713,East Bay YIMBY,3,0
Nanassy,2023-2024,SB-713,Eden Housing,3,0
Nanassy,2023-2024,SB-713,Grow the Richmond,3,0
Nanassy,2023-2024,SB-713,How to ADU,3,0
Nanassy,2023-2024,SB-713,"LVDSDCA, LLC",3,0
Nanassy,2023-2024,SB-713,Mountain View YIMBY,3,0
Nanassy,2023-2024,SB-713,Napa-Solano for Everyone,3,0
Nanassy,2023-2024,SB-713,Northern Neighbors,3,0
Nanassy,2023-2024,SB-713,Peninsula for Everyone,3,0
Nanassy,2023-2024,SB-713,People for Housing Orange County,3,0
Nanassy,2023-2024,SB-713,Progress Noe Valley,3,0
Nanassy,2023-2024,SB-713,San Diego Housing Federation,3,1
Nanassy,2023-2024,SB-713,San Francisco YIMBY,3,0
Nanassy,2023-2024,SB-713,SLO County YIMBY,3,0
Nanassy,2023-2024,SB-713,Santa Cruz YIMBY,3,0
Nanassy,2023-2024,SB-713,Santa Rosa YIMBY,3,0
Nanassy,2023-2024,SB-713,South Bay YIMBY,3,0
Nanassy,2023-2024,SB-713,Southside Forward,3,0
Nanassy,2023-2024,SB-713,Urban Environmentalists,3,0
Nanassy,2023-2024,SB-713,Ventura County YIMBY,3,0
Nanassy,2023-2024,SB-713,YIMBY Action,3,0
Nanassy,2023-2024,SB-713,YIMBY Law,3,0
Nanassy,2023-2024,,California Association of Code Enforcement Officers  ,3,1
Ortiz,2023-2024,AB-1439,California Human Development,3,0
Ortiz,2023-2024,AB-1439,Center for Employment Training,3,0
Ortiz,2023-2024,AB-1439,Central Valley Opportunity Center,3,0
Ortiz,2023-2024,AB-1439,Coachella Valley Housing Coalition,3,0
Ortiz,2023-2024,AB-1439,Comite Civico Del Valle,3,0
Ortiz,2023-2024,AB-1439,Farmworkers Institute of Education and Leadership Development,3,0
Ortiz,2023-2024,AB-1439,Inland Equity Partnership,3,0
Ortiz,2023-2024,AB-1439,L.A. Cooperativa Campesina De California,3,0
Ortiz,2023-2024,AB-1439,Lift to Rise,3,0
Ortiz,2023-2024,AB-1439,Livable California,3,0
Ortiz,2023-2024,AB-1439,"Los Amigos De LA Comunidad, Inc.",3,0
Ortiz,2023-2024,AB-1439,"Proteus, INC.",3,0
Ortiz,2023-2024,AB-1782,California Apartment Association,3,0
Ortiz,2023-2024,AB-1782,City of Fountain Valley,3,1
Ortiz,2023-2024,AB-1782,City of La Verne,3,0
Ortiz,2023-2024,AB-1782,City of Westminster,3,1
Ortiz,2023-2024,AB-1782,League of California Cities,3,0
